*HQ,8377493223,V1,064150,A,1265.6583000000032,N,7739.307999999993,E,88,354,140416,FFFFFFFF#
*HQ,8377493223,V1,064650,A,1265.6083000000033,N,7739.307999999993,E,86,347,140416,FFFFFFFF#
*HQ,8377493223,V1,065150,A,1265.5683000000033,N,7739.2979999999925,E,92,226,140416,FFFFFFFF#
*HQ,8377493223,V1,065650,A,1265.4983000000034,N,7739.267999999993,E,80,25,140416,FFFFFFFF#
*HQ,8377493223,V1,070150,A,1265.4883000000034,N,7739.197999999993,E,93,244,140416,FFFFFFFF#
*HQ,8377493223,V1,070650,A,1265.4183000000035,N,7739.197999999993,E,84,236,140416,FFFFFFFF#
*HQ,8377493223,V1,071150,A,1265.3783000000035,N,7739.197999999993,E,85,50,140416,FFFFFFFF#
*HQ,8377493223,V1,115650,A,1262.728300000006,N,7737.0179999999855,E,80,80,140416,FFFFFFFF#
*HQ,8377493223,V1,120150,A,1262.718300000006,N,7736.967999999985,E,93,271,140416,FFFFFFFF#
*HQ,8377493223,V1,120650,A,1262.718300000006,N,7736.887999999985,E,91,270,140416,FFFFFFFF#
*HQ,8377493223,V1,121150,A,1262.688300000006,N,7736.797999999985,E,88,277,140416,FFFFFFFF#
*HQ,8377493223,V1,121650,A,1262.688300000006,N,7736.787999999985,E,92,48,140416,FFFFFFFF#
*HQ,8377493223,V1,122150,A,1262.668300000006,N,7736.707999999985,E,82,141,140416,FFFFFFFF#
*HQ,8377493223,V1,122650,A,1262.628300000006,N,7736.647999999985,E,94,220,140416,FFFFFFFF#
*HQ,8377493223,V1,123150,A,1262.608300000006,N,7736.567999999985,E,92,160,140416,FFFFFFFF#
*HQ,8377493223,V1,123650,A,1262.578300000006,N,7736.547999999984,E,90,250,140416,FFFFFFFF#
*HQ,8377493223,V1,124150,A,1262.498300000006,N,7736.477999999985,E,86,244,140416,FFFFFFFF#

